,iso_code,continent,location,date,population,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
8726,ARG,South America,Argentina,2020-01-01,45510324.0,,,,,,,,,,,,,,,,,,,,,
8727,ARG,South America,Argentina,2020-01-02,45510324.0,,,,,,,,,,,,,,,,,,,,,
8728,ARG,South America,Argentina,2020-01-03,45510324.0,,,,,,,,,,,,,,,,,,,,,
8729,ARG,South America,Argentina,2020-01-04,45510324.0,,,,,,,,,,,,,,,,,,,,,
8730,ARG,South America,Argentina,2020-01-05,45510324.0,,,,,,,,,,,,,,,,,,,,,
8731,ARG,South America,Argentina,2020-01-06,45510324.0,,,,,,,,,,,,,,,,,,,,,
8732,ARG,South America,Argentina,2020-01-07,45510324.0,,,,,,,,,,,,,,,,,,,,,
8733,ARG,South America,Argentina,2020-01-08,45510324.0,,,,,,,,,,,,,,,,,,,,,
8734,ARG,South America,Argentina,2020-01-09,45510324.0,,,,,,,,,,,,,,,,,,,,,
8735,ARG,South America,Argentina,2020-01-10,45510324.0,,,,,,,,,,,,,,,,,,,,,
8736,ARG,South America,Argentina,2020-01-11,45510324.0,,,,,,,,,,,,,,,,,,,,,
8737,ARG,South America,Argentina,2020-01-12,45510324.0,,,,,,,,,,,,,,,,,,,,,
8738,ARG,South America,Argentina,2020-01-13,45510324.0,,,,,,,,,,,,,,,,,,,,,
8739,ARG,South America,Argentina,2020-01-14,45510324.0,,,,,,,,,,,,,,,,,,,,,
8740,ARG,South America,Argentina,2020-01-15,45510324.0,,,,,,,,,,,,,,,,,,,,,
8741,ARG,South America,Argentina,2020-01-16,45510324.0,,,,,,,,,,,,,,,,,,,,,
8742,ARG,South America,Argentina,2020-01-17,45510324.0,,,,,,,,,,,,,,,,,,,,,
8743,ARG,South America,Argentina,2020-01-18,45510324.0,,,,,,,,,,,,,,,,,,,,,
8744,ARG,South America,Argentina,2020-01-19,45510324.0,,,,,,,,,,,,,,,,,,,,,
8745,ARG,South America,Argentina,2020-01-20,45510324.0,,,,,,,,,,,,,,,,,,,,,
8746,ARG,South America,Argentina,2020-01-21,45510324.0,,,,,,,,,,,,,,,,,,,,,
8747,ARG,South America,Argentina,2020-01-22,45510324.0,,,,,,,,,,,,,,,,,,,,,
8748,ARG,South America,Argentina,2020-01-23,45510324.0,,,,,,,,,,,,,,,,,,,,,
8749,ARG,South America,Argentina,2020-01-24,45510324.0,,,,,,,,,,,,,,,,,,,,,
8750,ARG,South America,Argentina,2020-01-25,45510324.0,,,,,,,,,,,,,,,,,,,,,
8751,ARG,South America,Argentina,2020-01-26,45510324.0,,,,,,,,,,,,,,,,,,,,,
8752,ARG,South America,Argentina,2020-01-27,45510324.0,,,,,,,,,,,,,,,,,,,,,
8753,ARG,South America,Argentina,2020-01-28,45510324.0,,,,,,,,,,,,,,,,,,,,,
8754,ARG,South America,Argentina,2020-01-29,45510324.0,,,,,,,,,,,,,,,,,,,,,
8755,ARG,South America,Argentina,2020-01-30,45510324.0,,,,,,,,,,,,,,,,,,,,,
8756,ARG,South America,Argentina,2020-01-31,45510324.0,,,,,,,,,,,,,,,,,,,,,
8757,ARG,South America,Argentina,2020-02-01,45510324.0,,,,,,,,,,,,,,,,,,,,,
8758,ARG,South America,Argentina,2020-02-02,45510324.0,,,,,,,,,,,,,,,,,,,,,
8759,ARG,South America,Argentina,2020-02-03,45510324.0,,,,,,,,,,,,,,,,,,,,,
8760,ARG,South America,Argentina,2020-02-04,45510324.0,,,,,,,,,,,,,,,,,,,,,
8761,ARG,South America,Argentina,2020-02-05,45510324.0,,,,,,,,,,,,,,,,,,,,,
8762,ARG,South America,Argentina,2020-02-06,45510324.0,,,,,,,,,,,,,,,,,,,,,
8763,ARG,South America,Argentina,2020-02-07,45510324.0,,,,,,,,,,,,,,,,,,,,,
8764,ARG,South America,Argentina,2020-02-08,45510324.0,,,,,,,,,,,,,,,,,,,,,
8765,ARG,South America,Argentina,2020-02-09,45510324.0,,,,,,,,,,,,,,,,,,,,,
8766,ARG,South America,Argentina,2020-02-10,45510324.0,,,,,,,,,,,,,,,,,,,,,
8767,ARG,South America,Argentina,2020-02-11,45510324.0,,,,,,,,,,,,,,,,,,,,,
8768,ARG,South America,Argentina,2020-02-12,45510324.0,,,,,,,,,,,,,,,,,,,,,
8769,ARG,South America,Argentina,2020-02-13,45510324.0,,,,,,,,,,,,,,,,,,,,,
8770,ARG,South America,Argentina,2020-02-14,45510324.0,,,,,,,,,,,,,,,,,,,,,
8771,ARG,South America,Argentina,2020-02-15,45510324.0,,,,,,,,,,,,,,,,,,,,,
8772,ARG,South America,Argentina,2020-02-16,45510324.0,,,,,,,,,,,,,,,,,,,,,
8773,ARG,South America,Argentina,2020-02-17,45510324.0,,,,,,,,,,,,,,,,,,,,,
8774,ARG,South America,Argentina,2020-02-18,45510324.0,,,,,,,,,,,,,,,,,,,,,
8775,ARG,South America,Argentina,2020-02-19,45510324.0,,,,,,,,,,,,,,,,,,,,,
8776,ARG,South America,Argentina,2020-02-20,45510324.0,,,,,,,,,,,,,,,,,,,,,
8777,ARG,South America,Argentina,2020-02-21,45510324.0,,,,,,,,,,,,,,,,,,,,,
8778,ARG,South America,Argentina,2020-02-22,45510324.0,,,,,,,,,,,,,,,,,,,,,
8779,ARG,South America,Argentina,2020-02-23,45510324.0,,,,,,,,,,,,,,,,,,,,,
8780,ARG,South America,Argentina,2020-02-24,45510324.0,,,,,,,,,,,,,,,,,,,,,
8781,ARG,South America,Argentina,2020-02-25,45510324.0,,,,,,,,,,,,,,,,,,,,,
8782,ARG,South America,Argentina,2020-02-26,45510324.0,,,,,,,,,,,,,,,,,,,,,
8783,ARG,South America,Argentina,2020-02-27,45510324.0,,,,,,,,,,,,,,,,,,,,,
8784,ARG,South America,Argentina,2020-02-28,45510324.0,,,,,,,,,,,,,,,,,,,,,
8785,ARG,South America,Argentina,2020-02-29,45510324.0,,,,,,,,,,,,,,,,,,,,,
8786,ARG,South America,Argentina,2020-03-01,45510324.0,,,,,,,,,,,,,,,,,,,,,
8787,ARG,South America,Argentina,2020-03-02,45510324.0,,,,,,,,,,,,,,,,,,,,,
8788,ARG,South America,Argentina,2020-03-03,45510324.0,1.0,1.0,,,,,0.022,0.022,,,,,,,,,,,,,
8789,ARG,South America,Argentina,2020-03-04,45510324.0,1.0,0.0,,,,,0.022,0.0,,,,,,,,,,,,,
8790,ARG,South America,Argentina,2020-03-05,45510324.0,1.0,0.0,,,,,0.022,0.0,,,,,,,,,,,,,
8791,ARG,South America,Argentina,2020-03-06,45510324.0,2.0,1.0,,,,,0.044,0.022,,,,,,,,,,,,,
8792,ARG,South America,Argentina,2020-03-07,45510324.0,8.0,6.0,,,,,0.176,0.132,,,,,,,,,,,,,
8793,ARG,South America,Argentina,2020-03-08,45510324.0,12.0,4.0,1.714,1.0,1.0,,0.264,0.088,0.038,0.022,0.022,,,,,,,,,,
8794,ARG,South America,Argentina,2020-03-09,45510324.0,12.0,0.0,1.714,1.0,0.0,,0.264,0.0,0.038,0.022,0.0,,,,,,,,,,
8795,ARG,South America,Argentina,2020-03-10,45510324.0,17.0,5.0,2.286,1.0,0.0,,0.374,0.11,0.05,0.022,0.0,,,,,,,,,,
8796,ARG,South America,Argentina,2020-03-11,45510324.0,19.0,2.0,2.571,1.0,0.0,,0.417,0.044,0.057,0.022,0.0,,,,,,,,,,
8797,ARG,South America,Argentina,2020-03-12,45510324.0,19.0,0.0,2.571,1.0,0.0,,0.417,0.0,0.057,0.022,0.0,,,,,,,,,,
8798,ARG,South America,Argentina,2020-03-13,45510324.0,31.0,12.0,4.143,2.0,1.0,0.286,0.681,0.264,0.091,0.044,0.022,0.006,,,,,,,,,
8799,ARG,South America,Argentina,2020-03-14,45510324.0,34.0,3.0,3.714,2.0,0.0,0.286,0.747,0.066,0.082,0.044,0.0,0.006,,,,,,,,,
8800,ARG,South America,Argentina,2020-03-15,45510324.0,45.0,11.0,4.714,2.0,0.0,0.143,0.989,0.242,0.104,0.044,0.0,0.003,,,,,,,,,
8801,ARG,South America,Argentina,2020-03-16,45510324.0,56.0,11.0,6.286,2.0,0.0,0.143,1.23,0.242,0.138,0.044,0.0,0.003,,,,,,,,,
8802,ARG,South America,Argentina,2020-03-17,45510324.0,68.0,12.0,7.286,2.0,0.0,0.143,1.494,0.264,0.16,0.044,0.0,0.003,,,,,,,,,
8803,ARG,South America,Argentina,2020-03-18,45510324.0,79.0,11.0,8.571,2.0,0.0,0.143,1.736,0.242,0.188,0.044,0.0,0.003,,,,,,,,,
8804,ARG,South America,Argentina,2020-03-19,45510324.0,97.0,18.0,11.143,3.0,1.0,0.286,2.131,0.396,0.245,0.066,0.022,0.006,,,,,,,,,
8805,ARG,South America,Argentina,2020-03-20,45510324.0,128.0,31.0,13.857,3.0,0.0,0.143,2.813,0.681,0.304,0.066,0.0,0.003,,,,,,,,,
8806,ARG,South America,Argentina,2020-03-21,45510324.0,158.0,30.0,17.714,4.0,1.0,0.286,3.472,0.659,0.389,0.088,0.022,0.006,2.38,,,,,,,,
8807,ARG,South America,Argentina,2020-03-22,45510324.0,266.0,108.0,31.571,4.0,0.0,0.286,5.845,2.373,0.694,0.088,0.0,0.006,2.37,,,,,,,,
8808,ARG,South America,Argentina,2020-03-23,45510324.0,301.0,35.0,35.0,4.0,0.0,0.286,6.614,0.769,0.769,0.088,0.0,0.006,2.25,,,,,,,,
8809,ARG,South America,Argentina,2020-03-24,45510324.0,387.0,86.0,45.571,6.0,2.0,0.571,8.504,1.89,1.001,0.132,0.044,0.013,2.12,,,,,,,,
8810,ARG,South America,Argentina,2020-03-25,45510324.0,387.0,0.0,44.0,8.0,2.0,0.857,8.504,0.0,0.967,0.176,0.044,0.019,2.04,,,,,,,,
8811,ARG,South America,Argentina,2020-03-26,45510324.0,502.0,115.0,57.857,9.0,1.0,0.857,11.03,2.527,1.271,0.198,0.022,0.019,1.98,,,,,,,,
8812,ARG,South America,Argentina,2020-03-27,45510324.0,589.0,87.0,65.857,13.0,4.0,1.429,12.942,1.912,1.447,0.286,0.088,0.031,1.89,,,,,,,,
8813,ARG,South America,Argentina,2020-03-28,45510324.0,690.0,101.0,76.0,18.0,5.0,2.0,15.161,2.219,1.67,0.396,0.11,0.044,1.79,,,,,,,,
8814,ARG,South America,Argentina,2020-03-29,45510324.0,745.0,55.0,68.429,19.0,1.0,2.143,16.37,1.209,1.504,0.417,0.022,0.047,1.7,,,,,,,,
8815,ARG,South America,Argentina,2020-03-30,45510324.0,820.0,75.0,74.143,23.0,4.0,2.714,18.018,1.648,1.629,0.505,0.088,0.06,1.69,,,,,,,,
8816,ARG,South America,Argentina,2020-03-31,45510324.0,1054.0,234.0,95.286,27.0,4.0,3.0,23.16,5.142,2.094,0.593,0.088,0.066,1.66,,,,,,,,
8817,ARG,South America,Argentina,2020-04-01,45510324.0,1054.0,0.0,95.286,28.0,1.0,2.857,23.16,0.0,2.094,0.615,0.022,0.063,1.54,,,,,,,,
8818,ARG,South America,Argentina,2020-04-02,45510324.0,1133.0,79.0,90.143,36.0,8.0,3.857,24.895,1.736,1.981,0.791,0.176,0.085,1.43,,,,,,,,
8819,ARG,South America,Argentina,2020-04-03,45510324.0,1265.0,132.0,96.571,39.0,3.0,3.714,27.796,2.9,2.122,0.857,0.066,0.082,1.38,,,,,,,,
8820,ARG,South America,Argentina,2020-04-04,45510324.0,1451.0,186.0,108.714,43.0,4.0,3.571,31.883,4.087,2.389,0.945,0.088,0.078,1.33,,,,,,,,
8821,ARG,South America,Argentina,2020-04-05,45510324.0,1451.0,0.0,100.857,44.0,1.0,3.571,31.883,0.0,2.216,0.967,0.022,0.078,1.23,,,,,,,,
8822,ARG,South America,Argentina,2020-04-06,45510324.0,1554.0,103.0,104.857,48.0,4.0,3.571,34.146,2.263,2.304,1.055,0.088,0.078,1.19,,,,,,,,
8823,ARG,South America,Argentina,2020-04-07,45510324.0,1628.0,74.0,82.0,56.0,8.0,4.143,35.772,1.626,1.802,1.23,0.176,0.091,1.15,,,,,,,,
8824,ARG,South America,Argentina,2020-04-08,45510324.0,1715.0,87.0,94.429,63.0,7.0,5.0,37.684,1.912,2.075,1.384,0.154,0.11,1.15,,,,,,,,
8825,ARG,South America,Argentina,2020-04-09,45510324.0,1795.0,80.0,94.571,72.0,9.0,5.143,39.442,1.758,2.078,1.582,0.198,0.113,1.14,,,,,,,,
8826,ARG,South America,Argentina,2020-04-10,45510324.0,1975.0,180.0,101.429,82.0,10.0,6.143,43.397,3.955,2.229,1.802,0.22,0.135,1.15,,,,,,,,
8827,ARG,South America,Argentina,2020-04-11,45510324.0,1975.0,0.0,74.857,83.0,1.0,5.714,43.397,0.0,1.645,1.824,0.022,0.126,1.13,,,,,,,,
8828,ARG,South America,Argentina,2020-04-12,45510324.0,2142.0,167.0,98.714,90.0,7.0,6.571,47.066,3.669,2.169,1.978,0.154,0.144,1.17,,,,,,,,
8829,ARG,South America,Argentina,2020-04-13,45510324.0,2208.0,66.0,93.429,97.0,7.0,7.0,48.516,1.45,2.053,2.131,0.154,0.154,1.15,,,,,,,,
8830,ARG,South America,Argentina,2020-04-14,45510324.0,2277.0,69.0,92.714,102.0,5.0,6.571,50.033,1.516,2.037,2.241,0.11,0.144,1.15,,,,,,,,
8831,ARG,South America,Argentina,2020-04-15,45510324.0,2443.0,166.0,104.0,111.0,9.0,6.857,53.68,3.648,2.285,2.439,0.198,0.151,1.16,,,,,,,,
8832,ARG,South America,Argentina,2020-04-16,45510324.0,2571.0,128.0,110.857,115.0,4.0,6.143,56.493,2.813,2.436,2.527,0.088,0.135,1.13,,,,,,,,
8833,ARG,South America,Argentina,2020-04-17,45510324.0,2669.0,98.0,99.143,123.0,8.0,5.857,58.646,2.153,2.178,2.703,0.176,0.129,1.11,,,,,,,,
8834,ARG,South America,Argentina,2020-04-18,45510324.0,2758.0,89.0,111.857,129.0,6.0,6.571,60.602,1.956,2.458,2.835,0.132,0.144,1.12,,,,,,,,
8835,ARG,South America,Argentina,2020-04-19,45510324.0,2839.0,81.0,99.571,132.0,3.0,6.0,62.381,1.78,2.188,2.9,0.066,0.132,1.14,,,,,,,,
8836,ARG,South America,Argentina,2020-04-20,45510324.0,2941.0,102.0,104.714,136.0,4.0,5.571,64.623,2.241,2.301,2.988,0.088,0.122,1.18,,,,,,,,
8837,ARG,South America,Argentina,2020-04-21,45510324.0,3031.0,90.0,107.714,147.0,11.0,6.429,66.6,1.978,2.367,3.23,0.242,0.141,1.22,,,,,,,,
8838,ARG,South America,Argentina,2020-04-22,45510324.0,3144.0,113.0,100.143,152.0,5.0,5.857,69.083,2.483,2.2,3.34,0.11,0.129,1.26,,,,,,,,
8839,ARG,South America,Argentina,2020-04-23,45510324.0,3435.0,291.0,123.429,165.0,13.0,7.143,75.477,6.394,2.712,3.626,0.286,0.157,1.31,,,,,,,,
8840,ARG,South America,Argentina,2020-04-24,45510324.0,3607.0,172.0,134.0,176.0,11.0,7.571,79.257,3.779,2.944,3.867,0.242,0.166,1.29,,,,,,,,
8841,ARG,South America,Argentina,2020-04-25,45510324.0,3780.0,173.0,146.0,185.0,9.0,8.0,83.058,3.801,3.208,4.065,0.198,0.176,1.24,,,,,,,,
8842,ARG,South America,Argentina,2020-04-26,45510324.0,3892.0,112.0,150.429,192.0,7.0,8.571,85.519,2.461,3.305,4.219,0.154,0.188,1.18,,,,,,,,
8843,ARG,South America,Argentina,2020-04-27,45510324.0,4003.0,111.0,151.714,197.0,5.0,8.714,87.958,2.439,3.334,4.329,0.11,0.191,1.13,,,,,,,,
8844,ARG,South America,Argentina,2020-04-28,45510324.0,4127.0,124.0,156.571,207.0,10.0,8.571,90.683,2.725,3.44,4.548,0.22,0.188,1.09,,,,,,,,
8845,ARG,South America,Argentina,2020-04-29,45510324.0,4285.0,158.0,163.0,214.0,7.0,8.857,94.154,3.472,3.582,4.702,0.154,0.195,1.06,,,,,,,,
8846,ARG,South America,Argentina,2020-04-30,45510324.0,4428.0,143.0,141.857,218.0,4.0,7.571,97.297,3.142,3.117,4.79,0.088,0.166,1.03,,,,,,,,
8847,ARG,South America,Argentina,2020-05-01,45510324.0,4532.0,104.0,132.143,225.0,7.0,7.0,99.582,2.285,2.904,4.944,0.154,0.154,1.03,,,,,,,,
8848,ARG,South America,Argentina,2020-05-02,45510324.0,4681.0,149.0,128.714,237.0,12.0,7.429,102.856,3.274,2.828,5.208,0.264,0.163,1.06,,,,,,,,
8849,ARG,South America,Argentina,2020-05-03,45510324.0,4783.0,102.0,127.286,246.0,9.0,7.714,105.097,2.241,2.797,5.405,0.198,0.17,1.08,,,,,,,,
8850,ARG,South America,Argentina,2020-05-04,45510324.0,4887.0,104.0,126.286,260.0,14.0,9.0,107.382,2.285,2.775,5.713,0.308,0.198,1.12,,,,,,,,
8851,ARG,South America,Argentina,2020-05-05,45510324.0,5020.0,133.0,127.571,264.0,4.0,8.143,110.305,2.922,2.803,5.801,0.088,0.179,1.16,,,,,,,,
8852,ARG,South America,Argentina,2020-05-06,45510324.0,5208.0,188.0,131.857,273.0,9.0,8.429,114.436,4.131,2.897,5.999,0.198,0.185,1.22,,,,,,,,
8853,ARG,South America,Argentina,2020-05-07,45510324.0,5371.0,163.0,134.714,282.0,9.0,9.143,118.017,3.582,2.96,6.196,0.198,0.201,1.27,,,,,,,,
8854,ARG,South America,Argentina,2020-05-08,45510324.0,5611.0,240.0,154.143,293.0,11.0,9.714,123.291,5.274,3.387,6.438,0.242,0.213,1.32,,,,,,,,
8855,ARG,South America,Argentina,2020-05-09,45510324.0,5776.0,165.0,156.429,300.0,7.0,9.0,126.916,3.626,3.437,6.592,0.154,0.198,1.37,,,,,,,,
8856,ARG,South America,Argentina,2020-05-10,45510324.0,6034.0,258.0,178.714,305.0,5.0,8.429,132.585,5.669,3.927,6.702,0.11,0.185,1.42,,,,,,,,
8857,ARG,South America,Argentina,2020-05-11,45510324.0,6278.0,244.0,198.714,314.0,9.0,7.714,137.947,5.361,4.366,6.9,0.198,0.17,1.44,,,,,,,,
8858,ARG,South America,Argentina,2020-05-12,45510324.0,6563.0,285.0,220.429,319.0,5.0,7.857,144.209,6.262,4.843,7.009,0.11,0.173,1.44,,,,,,,,
8859,ARG,South America,Argentina,2020-05-13,45510324.0,6879.0,316.0,238.714,329.0,10.0,8.0,151.153,6.943,5.245,7.229,0.22,0.176,1.42,,,,,,,,
8860,ARG,South America,Argentina,2020-05-14,45510324.0,7134.0,255.0,251.857,353.0,24.0,10.143,156.756,5.603,5.534,7.756,0.527,0.223,1.41,,,,,,,,
8861,ARG,South America,Argentina,2020-05-15,45510324.0,7479.0,345.0,266.857,356.0,3.0,9.0,164.336,7.581,5.864,7.822,0.066,0.198,1.42,,,,,,,,
8862,ARG,South America,Argentina,2020-05-16,45510324.0,7805.0,326.0,289.857,363.0,7.0,9.0,171.5,7.163,6.369,7.976,0.154,0.198,1.43,,,,,,,,
8863,ARG,South America,Argentina,2020-05-17,45510324.0,8068.0,263.0,290.571,373.0,10.0,9.714,177.278,5.779,6.385,8.196,0.22,0.213,1.45,,,,,,,,
8864,ARG,South America,Argentina,2020-05-18,45510324.0,8371.0,303.0,299.0,382.0,9.0,9.714,183.936,6.658,6.57,8.394,0.198,0.213,1.49,,,,,,,,
8865,ARG,South America,Argentina,2020-05-19,45510324.0,8809.0,438.0,320.857,393.0,11.0,10.571,193.56,9.624,7.05,8.635,0.242,0.232,1.54,,,,,,,,
8866,ARG,South America,Argentina,2020-05-20,45510324.0,9283.0,474.0,343.429,403.0,10.0,10.571,203.976,10.415,7.546,8.855,0.22,0.232,1.57,,,,,,,,
8867,ARG,South America,Argentina,2020-05-21,45510324.0,9931.0,648.0,399.571,416.0,13.0,9.0,218.214,14.239,8.78,9.141,0.286,0.198,1.6,,,,,,,,
8868,ARG,South America,Argentina,2020-05-22,45510324.0,10649.0,718.0,452.857,433.0,17.0,11.0,233.991,15.777,9.951,9.514,0.374,0.242,1.59,,,,,,,,
8869,ARG,South America,Argentina,2020-05-23,45510324.0,11353.0,704.0,506.857,445.0,12.0,11.714,249.46,15.469,11.137,9.778,0.264,0.257,1.57,,,,,,,,
8870,ARG,South America,Argentina,2020-05-24,45510324.0,12076.0,723.0,572.571,452.0,7.0,11.286,265.346,15.887,12.581,9.932,0.154,0.248,1.52,,,,,,,,
8871,ARG,South America,Argentina,2020-05-25,45510324.0,12628.0,552.0,608.143,467.0,15.0,12.143,277.476,12.129,13.363,10.261,0.33,0.267,1.46,,,,,,,,
8872,ARG,South America,Argentina,2020-05-26,45510324.0,13228.0,600.0,631.286,484.0,17.0,13.0,290.659,13.184,13.871,10.635,0.374,0.286,1.39,,,,,,,,
8873,ARG,South America,Argentina,2020-05-27,45510324.0,13933.0,705.0,664.286,500.0,16.0,13.857,306.15,15.491,14.596,10.987,0.352,0.304,1.35,,,,,,,,
8874,ARG,South America,Argentina,2020-05-28,45510324.0,14702.0,769.0,681.571,508.0,8.0,13.143,323.048,16.897,14.976,11.162,0.176,0.289,1.32,,,,,,,,
8875,ARG,South America,Argentina,2020-05-29,45510324.0,15419.0,717.0,681.429,520.0,12.0,12.429,338.802,15.755,14.973,11.426,0.264,0.273,1.29,,,,,,,,
8876,ARG,South America,Argentina,2020-05-30,45510324.0,16214.0,795.0,694.429,528.0,8.0,11.857,356.271,17.469,15.259,11.602,0.176,0.261,1.28,,,,,,,,
8877,ARG,South America,Argentina,2020-05-31,45510324.0,16851.0,637.0,682.143,539.0,11.0,12.429,370.268,13.997,14.989,11.843,0.242,0.273,1.27,,,,,,,,
8878,ARG,South America,Argentina,2020-06-01,45510324.0,17415.0,564.0,683.857,556.0,17.0,12.714,382.66,12.393,15.026,12.217,0.374,0.279,1.27,,,,,,,,
8879,ARG,South America,Argentina,2020-06-02,45510324.0,18319.0,904.0,727.286,569.0,13.0,12.143,402.524,19.864,15.981,12.503,0.286,0.267,1.27,,,,,,,,
8880,ARG,South America,Argentina,2020-06-03,45510324.0,19268.0,949.0,762.143,583.0,14.0,11.857,423.376,20.852,16.747,12.81,0.308,0.261,1.27,,,,,,,,
8881,ARG,South America,Argentina,2020-06-04,45510324.0,20197.0,929.0,785.0,608.0,25.0,14.286,443.789,20.413,17.249,13.36,0.549,0.314,1.26,,,,,,,,
8882,ARG,South America,Argentina,2020-06-05,45510324.0,21037.0,840.0,802.571,632.0,24.0,16.0,462.247,18.457,17.635,13.887,0.527,0.352,1.25,,,,,,,,
8883,ARG,South America,Argentina,2020-06-06,45510324.0,22020.0,983.0,829.429,648.0,16.0,17.143,483.846,21.599,18.225,14.239,0.352,0.377,1.26,,,,,,,,
8884,ARG,South America,Argentina,2020-06-07,45510324.0,22794.0,774.0,849.0,664.0,16.0,17.857,500.853,17.007,18.655,14.59,0.352,0.392,1.28,,,,,,,,
8885,ARG,South America,Argentina,2020-06-08,45510324.0,23620.0,826.0,886.429,693.0,29.0,19.571,519.003,18.15,19.478,15.227,0.637,0.43,1.3,,,,,,,,
8886,ARG,South America,Argentina,2020-06-09,45510324.0,24761.0,1141.0,920.286,717.0,24.0,21.143,544.074,25.071,20.221,15.755,0.527,0.465,1.32,,,,,,,,
8887,ARG,South America,Argentina,2020-06-10,45510324.0,25987.0,1226.0,959.857,735.0,18.0,21.714,571.013,26.939,21.091,16.15,0.396,0.477,1.33,,,,,,,,
8888,ARG,South America,Argentina,2020-06-11,45510324.0,27373.0,1386.0,1025.143,765.0,30.0,22.429,601.468,30.455,22.526,16.809,0.659,0.493,1.34,,,,,,,,
8889,ARG,South America,Argentina,2020-06-12,45510324.0,28764.0,1391.0,1103.857,785.0,20.0,21.857,632.032,30.564,24.255,17.249,0.439,0.48,1.34,,,,,,,,
8890,ARG,South America,Argentina,2020-06-13,45510324.0,30295.0,1531.0,1182.143,815.0,30.0,23.857,665.673,33.641,25.975,17.908,0.659,0.524,1.34,,,,,,,,
8891,ARG,South America,Argentina,2020-06-14,45510324.0,31577.0,1282.0,1254.714,833.0,18.0,24.143,693.843,28.169,27.57,18.304,0.396,0.53,1.33,,,,,,,,
8892,ARG,South America,Argentina,2020-06-15,45510324.0,32785.0,1208.0,1309.286,854.0,21.0,23.0,720.386,26.543,28.769,18.765,0.461,0.505,1.31,,,,,,,,
8893,ARG,South America,Argentina,2020-06-16,45510324.0,34159.0,1374.0,1342.571,878.0,24.0,23.0,750.577,30.191,29.5,19.292,0.527,0.505,1.31,,,,,,,,
8894,ARG,South America,Argentina,2020-06-17,45510324.0,35552.0,1393.0,1366.429,913.0,35.0,25.429,781.185,30.608,30.025,20.061,0.769,0.559,1.31,,,,,,,,
8895,ARG,South America,Argentina,2020-06-18,45510324.0,37510.0,1958.0,1448.143,948.0,35.0,26.143,824.209,43.023,31.82,20.83,0.769,0.574,1.33,,,,,,,,
8896,ARG,South America,Argentina,2020-06-19,45510324.0,39570.0,2060.0,1543.714,979.0,31.0,27.714,869.473,45.264,33.92,21.512,0.681,0.609,1.34,,,,,,,,
8897,ARG,South America,Argentina,2020-06-20,45510324.0,41204.0,1634.0,1558.429,992.0,13.0,25.286,905.377,35.904,34.243,21.797,0.286,0.556,1.34,,,,,,,,
8898,ARG,South America,Argentina,2020-06-21,45510324.0,42785.0,1581.0,1601.143,1011.0,19.0,25.429,940.116,34.739,35.182,22.215,0.417,0.559,1.35,,,,,,,,
8899,ARG,South America,Argentina,2020-06-22,45510324.0,44931.0,2146.0,1735.143,1043.0,32.0,27.0,987.27,47.154,38.126,22.918,0.703,0.593,1.37,,,,,,,,
8900,ARG,South America,Argentina,2020-06-23,45510324.0,47203.0,2272.0,1863.429,1078.0,35.0,28.571,1037.193,49.923,40.945,23.687,0.769,0.628,1.36,,,,,,,,
8901,ARG,South America,Argentina,2020-06-24,45510324.0,49851.0,2648.0,2042.714,1116.0,38.0,29.0,1095.378,58.185,44.885,24.522,0.835,0.637,1.35,,,,,,,,
8902,ARG,South America,Argentina,2020-06-25,45510324.0,52457.0,2606.0,2135.286,1150.0,34.0,28.857,1152.64,57.262,46.919,25.269,0.747,0.634,1.33,,,,,,,,
8903,ARG,South America,Argentina,2020-06-26,45510324.0,55343.0,2886.0,2253.286,1184.0,34.0,29.286,1216.054,63.414,49.512,26.016,0.747,0.643,1.3,,,,,,,,
8904,ARG,South America,Argentina,2020-06-27,45510324.0,57744.0,2401.0,2362.857,1207.0,23.0,30.714,1268.811,52.757,51.919,26.521,0.505,0.675,1.27,,,,,,,,
8905,ARG,South America,Argentina,2020-06-28,45510324.0,59933.0,2189.0,2449.714,1232.0,25.0,31.571,1316.91,48.099,53.828,27.071,0.549,0.694,1.24,,,,,,,,
8906,ARG,South America,Argentina,2020-06-29,45510324.0,62268.0,2335.0,2476.714,1280.0,48.0,33.857,1368.217,51.307,54.421,28.125,1.055,0.744,1.21,,,,,,,,
8907,ARG,South America,Argentina,2020-06-30,45510324.0,64530.0,2262.0,2475.286,1307.0,27.0,32.714,1417.92,49.703,54.39,28.719,0.593,0.719,1.19,,,,,,,,
8908,ARG,South America,Argentina,2020-07-01,45510324.0,67197.0,2667.0,2478.0,1351.0,44.0,33.571,1476.522,58.602,54.449,29.686,0.967,0.738,1.17,576.0,12.656,,,,,,
8909,ARG,South America,Argentina,2020-07-02,45510324.0,69941.0,2744.0,2497.714,1385.0,34.0,33.571,1536.816,60.294,54.882,30.433,0.747,0.738,1.17,594.0,13.052,,,,,,
